date,pc1,pc2,pc3,regime,model_fit_start_date,model_fit_end_date,regime_model_id,assignment_window_start_date,assignment_window_end_date
2022-05-26,0.39028477235854825,-1.7540203969253263,-0.5894666089147377,0,2021-03-25,2022-05-06,2,2022-05-09,2022-06-03
2022-05-27,-0.333618301753206,0.5619110870109914,-0.5687496906325911,2,2021-03-25,2022-05-06,2,2022-05-09,2022-06-03
2022-05-30,0.478764278118275,-0.7413764755624154,2.0017108465715974,1,2021-03-25,2022-05-06,2,2022-05-09,2022-06-03
2022-05-31,0.44268333074229427,-0.2921369349653761,2.339816076626072,1,2021-03-25,2022-05-06,2,2022-05-09,2022-06-03
2022-06-01,-0.569564046152663,-0.08025117072304934,1.2727108032345968,2,2021-03-25,2022-05-06,2,2022-05-09,2022-06-03
2022-06-02,-0.19254306701380164,-0.7165350339352345,1.7334319069322421,0,2021-03-25,2022-05-06,2,2022-05-09,2022-06-03
2022-06-03,-0.1761938953653834,-1.2483026072164696,1.4813978867508415,0,2021-03-25,2022-05-06,2,2022-05-09,2022-06-03
2022-06-06,0.009580804685704618,-1.6188553290698973,1.6483637487848515,2,2021-03-25,2022-06-03,3,2022-06-06,2022-07-01
2022-06-07,0.30155348395547443,-3.06745506166179,0.24009857198041337,2,2021-03-25,2022-06-03,3,2022-06-06,2022-07-01
2022-06-08,-0.10126883934098746,-0.5910641854802005,1.698563017179579,2,2021-03-25,2022-06-03,3,2022-06-06,2022-07-01
2022-06-09,0.19883894641194455,-1.9970767944937475,0.1754018714799896,2,2021-03-25,2022-06-03,3,2022-06-06,2022-07-01
2022-06-10,-0.664719195397136,0.9061996375389757,-1.2961026016848702,3,2021-03-25,2022-06-03,3,2022-06-06,2022-07-01
2022-06-13,-0.42433984263783364,0.7702973892511726,1.9335279849533666,0,2021-03-25,2022-06-03,3,2022-06-06,2022-07-01
2022-06-14,-0.9370926791863246,0.7843150505342338,-1.2525129635762884,3,2021-03-25,2022-06-03,3,2022-06-06,2022-07-01
2022-06-15,-0.6139178717720021,-0.07297839758241084,-1.2735969334678405,2,2021-03-25,2022-06-03,3,2022-06-06,2022-07-01
2022-06-16,0.8180006393621954,-2.9920172743887563,1.063368443358083,2,2021-03-25,2022-06-03,3,2022-06-06,2022-07-01
2022-06-17,-0.7135957816442582,1.8338402516931953,2.924256693659397,0,2021-03-25,2022-06-03,3,2022-06-06,2022-07-01
2022-06-20,0.27709156718502015,-1.5349729178057563,1.8885885012706443,2,2021-03-25,2022-06-03,3,2022-06-06,2022-07-01
2022-06-21,-0.1786180090346096,-0.620154562419513,-0.9018320167647471,2,2021-03-25,2022-06-03,3,2022-06-06,2022-07-01
2022-06-22,-0.4322396833530918,0.3612005978319282,-0.8369648226478659,2,2021-03-25,2022-06-03,3,2022-06-06,2022-07-01
2022-06-23,-0.23685171329325044,0.5591630579167635,0.1772782108373121,0,2021-03-25,2022-06-03,3,2022-06-06,2022-07-01
2022-06-24,0.11895973592481175,-1.1220255496842275,0.12118047990897515,2,2021-03-25,2022-06-03,3,2022-06-06,2022-07-01
2022-06-27,0.46841222408200994,-1.4763750729709137,0.3983120303899083,2,2021-03-25,2022-06-03,3,2022-06-06,2022-07-01
2022-06-28,1.4582962578951197,-2.901205648539885,2.4422582561374337,1,2021-03-25,2022-06-03,3,2022-06-06,2022-07-01
2022-06-29,0.36179918378687737,-1.5807336431232228,-0.9140917102671837,2,2021-03-25,2022-06-03,3,2022-06-06,2022-07-01
2022-06-30,0.6495830002569698,-2.379450303643667,-0.5253820825167619,2,2021-03-25,2022-06-03,3,2022-06-06,2022-07-01
2022-07-01,-1.4061179443276854,4.037671811356224,1.134863442536238,0,2021-03-25,2022-06-03,3,2022-06-06,2022-07-01
2022-07-04,-0.9148611040714174,-0.3901182857163248,0.7727103589768405,1,2021-03-25,2022-07-01,4,2022-07-04,2022-07-29
2022-07-05,0.9348098476155695,0.22432072400123582,0.4299097320782361,0,2021-03-25,2022-07-01,4,2022-07-04,2022-07-29
2022-07-06,0.11229098702427243,-0.21239791588257856,-1.485001800253573,2,2021-03-25,2022-07-01,4,2022-07-04,2022-07-29
2022-07-07,1.768430226440397,0.488780038626338,0.6812145799975169,0,2021-03-25,2022-07-01,4,2022-07-04,2022-07-29
2022-07-08,-1.6354957719963203,-1.2129585928366715,-1.1856411145413392,2,2021-03-25,2022-07-01,4,2022-07-04,2022-07-29
2022-07-11,1.2666771422509935,-0.021370334789096966,0.6672904804712723,0,2021-03-25,2022-07-01,4,2022-07-04,2022-07-29
2022-07-12,0.6797984137876271,-0.2280110674063847,2.5540844763948036,0,2021-03-25,2022-07-01,4,2022-07-04,2022-07-29
2022-07-13,-0.5553609042231348,-1.0898371094226227,0.27053595605896796,2,2021-03-25,2022-07-01,4,2022-07-04,2022-07-29
2022-07-14,1.3466457145097046,-0.5851270130555848,0.6200883105456148,0,2021-03-25,2022-07-01,4,2022-07-04,2022-07-29
2022-07-15,0.26066166518304074,-1.0935228715677194,-1.5130899249256524,2,2021-03-25,2022-07-01,4,2022-07-04,2022-07-29
2022-07-18,0.8104560697228476,-1.0650454902654554,-0.613271421320224,2,2021-03-25,2022-07-01,4,2022-07-04,2022-07-29
2022-07-19,0.4164858853501734,-1.100151243314052,-0.15254409214235476,2,2021-03-25,2022-07-01,4,2022-07-04,2022-07-29
2022-07-20,1.499187595504291,-0.8756378811908812,0.10230027190515656,0,2021-03-25,2022-07-01,4,2022-07-04,2022-07-29
2022-07-21,-2.296075951131744,-2.3006339694449145,0.47858025763237505,2,2021-03-25,2022-07-01,4,2022-07-04,2022-07-29
2022-07-22,1.661570012930492,-0.4705608523474192,0.7405404184523505,0,2021-03-25,2022-07-01,4,2022-07-04,2022-07-29
2022-07-25,-2.665394359471324,-1.587791740623338,2.0994182926714897,1,2021-03-25,2022-07-01,4,2022-07-04,2022-07-29
2022-07-26,-0.33664908032875884,-1.5448381445684782,-0.47221167002256803,2,2021-03-25,2022-07-01,4,2022-07-04,2022-07-29
2022-07-27,-0.6144893474411591,-1.3313300300285542,-0.5896012845817851,2,2021-03-25,2022-07-01,4,2022-07-04,2022-07-29
2022-07-28,-0.010772542327937359,-1.1878702567825719,0.6014087127298081,2,2021-03-25,2022-07-01,4,2022-07-04,2022-07-29
2022-07-29,0.6432356033231458,-0.7332497934827403,0.40865849139506866,0,2021-03-25,2022-07-01,4,2022-07-04,2022-07-29
2022-08-01,-2.0712550007197446,-0.6544341420226533,4.101544007048086,0,2021-03-25,2022-07-29,5,2022-08-01,2022-08-26
2022-08-02,5.406283927778965,3.159797041728397,-1.3609574383851548,1,2021-03-25,2022-07-29,5,2022-08-01,2022-08-26
2022-08-03,0.14022228299973835,1.7163433676088689,-3.6638314388748383,1,2021-03-25,2022-07-29,5,2022-08-01,2022-08-26
2022-08-04,-1.3813132364510259,1.8623435731767728,-1.8707030139203817,1,2021-03-25,2022-07-29,5,2022-08-01,2022-08-26
2022-08-05,-1.7083429912428785,1.619816917946125,-0.9136956382676443,1,2021-03-25,2022-07-29,5,2022-08-01,2022-08-26
2022-08-08,-2.0696093183075575,1.6905845491218165,-0.1038352337780581,0,2021-03-25,2022-07-29,5,2022-08-01,2022-08-26
2022-08-09,-1.2271602958070778,1.5813891641633995,-0.0716663029569248,0,2021-03-25,2022-07-29,5,2022-08-01,2022-08-26
2022-08-10,-1.490031997544185,1.5931927511048536,-1.5166927665307326,1,2021-03-25,2022-07-29,5,2022-08-01,2022-08-26
2022-08-11,-0.8625230482886846,1.7524538017664277,0.6629505938119463,0,2021-03-25,2022-07-29,5,2022-08-01,2022-08-26
2022-08-12,-0.16357521077223472,2.422675068379248,1.19725744805144,0,2021-03-25,2022-07-29,5,2022-08-01,2022-08-26
2022-08-15,-1.0581700629919506,1.6083517252121757,-0.27154271039265365,1,2021-03-25,2022-07-29,5,2022-08-01,2022-08-26
2022-08-16,-2.289234459218647,1.2141051835014893,-0.26573351721622224,0,2021-03-25,2022-07-29,5,2022-08-01,2022-08-26
2022-08-17,-1.9576876434894876,1.2587291794037783,-0.23778679536896372,0,2021-03-25,2022-07-29,5,2022-08-01,2022-08-26
2022-08-18,-0.977586641372381,1.4238499185109588,-0.0911834725377439,1,2021-03-25,2022-07-29,5,2022-08-01,2022-08-26
2022-08-19,-0.5437651414686684,1.735758980364959,0.5107449399166787,0,2021-03-25,2022-07-29,5,2022-08-01,2022-08-26
2022-08-22,-0.08249281576364464,1.211065585054068,0.1247583189321866,1,2021-03-25,2022-07-29,5,2022-08-01,2022-08-26
2022-08-23,-1.7519884846971514,0.7977693037796102,-1.0074735047496994,1,2021-03-25,2022-07-29,5,2022-08-01,2022-08-26
2022-08-24,-1.370645805180387,0.9575908995692971,0.5049890939704247,0,2021-03-25,2022-07-29,5,2022-08-01,2022-08-26
2022-08-25,3.0906108225495084,2.9662604400442927,-0.43278641885744173,1,2021-03-25,2022-07-29,5,2022-08-01,2022-08-26
2022-08-26,1.0129709173842323,1.9806713322009692,-0.6260064136519463,1,2021-03-25,2022-07-29,5,2022-08-01,2022-08-26
2022-08-29,1.3618370095556416,1.3384956521653306,-1.080509449657533,0,2021-03-25,2022-08-26,6,2022-08-29,2022-09-23
2022-08-30,-0.3289043744683834,-0.5219307631338261,-1.0725277324224964,3,2021-03-25,2022-08-26,6,2022-08-29,2022-09-23
2022-08-31,-0.5301871111481844,-1.305142926772248,-1.1849084939030967,3,2021-03-25,2022-08-26,6,2022-08-29,2022-09-23
2022-09-01,2.3298510214562715,-0.9951010832053784,-0.047890675440842134,1,2021-03-25,2022-08-26,6,2022-08-29,2022-09-23
2022-09-02,0.08465060436654437,-0.9574916381492612,-1.8262198900379707,3,2021-03-25,2022-08-26,6,2022-08-29,2022-09-23
2022-09-05,1.5667184886169103,-0.7193795213152538,-0.5604631564656091,1,2021-03-25,2022-08-26,6,2022-08-29,2022-09-23
2022-09-06,-2.138729618243548,-1.1160742988009724,0.5768243991290628,3,2021-03-25,2022-08-26,6,2022-08-29,2022-09-23
2022-09-07,-0.6564692737751315,-0.8462953009320944,1.154230069163079,2,2021-03-25,2022-08-26,6,2022-08-29,2022-09-23
2022-09-08,-0.24348735732765514,-0.566320637691311,-1.1384141638621412,3,2021-03-25,2022-08-26,6,2022-08-29,2022-09-23
2022-09-09,-0.42700523208497143,-0.7596945178684745,-0.30299662268026334,3,2021-03-25,2022-08-26,6,2022-08-29,2022-09-23
2022-09-12,0.930347424717345,-0.4160460274217878,-0.87825150683137,1,2021-03-25,2022-08-26,6,2022-08-29,2022-09-23
2022-09-13,3.2876346692911302,-0.14869857240637782,0.1178740774392595,1,2021-03-25,2022-08-26,6,2022-08-29,2022-09-23
2022-09-14,0.4229715159977728,-0.23651012491095882,-0.7935440582175701,3,2021-03-25,2022-08-26,6,2022-08-29,2022-09-23
2022-09-15,-0.17395456177073726,-0.2235556530740888,-1.552887459597096,3,2021-03-25,2022-08-26,6,2022-08-29,2022-09-23
2022-09-16,-1.233951060218234,-0.28786919635404135,-1.3169934946099502,3,2021-03-25,2022-08-26,6,2022-08-29,2022-09-23
2022-09-19,0.14394238021220546,0.04235796936019167,-2.078291212396686,3,2021-03-25,2022-08-26,6,2022-08-29,2022-09-23
2022-09-20,0.6490611826724361,0.40039795012299695,-1.578839141408006,0,2021-03-25,2022-08-26,6,2022-08-29,2022-09-23
2022-09-21,0.21092709409197885,0.09488271669007667,-0.14406246035772172,3,2021-03-25,2022-08-26,6,2022-08-29,2022-09-23
2022-09-22,-1.6145546250076124,-0.4025885771002347,-0.3455232668740863,3,2021-03-25,2022-08-26,6,2022-08-29,2022-09-23
2022-09-23,-0.6327497960825123,-0.4435595491115624,0.44796469366854136,3,2021-03-25,2022-08-26,6,2022-08-29,2022-09-23
2022-09-26,3.6143592247905376,0.16486228457931248,-0.5529322777885667,1,2021-03-25,2022-09-23,7,2022-09-26,2022-10-21
2022-09-27,1.0293769076798616,-0.05393212327792979,2.553423948228608,1,2021-03-25,2022-09-23,7,2022-09-26,2022-10-21
2022-09-28,-1.1646206608686416,0.4916745370258484,-3.244916977839429,2,2021-03-25,2022-09-23,7,2022-09-26,2022-10-21
2022-09-29,-0.11412539985927071,0.21294386988167044,1.4562390125795242,0,2021-03-25,2022-09-23,7,2022-09-26,2022-10-21
2022-09-30,-0.4820244947341914,0.27097006022973563,-0.7001535239953623,3,2021-03-25,2022-09-23,7,2022-09-26,2022-10-21
2022-10-03,3.9316436630376153,0.9588209723923365,-0.6758272688051191,1,2021-03-25,2022-09-23,7,2022-09-26,2022-10-21
2022-10-04,0.07066817468021504,0.7414843787911088,-0.9120237166792959,2,2021-03-25,2022-09-23,7,2022-09-26,2022-10-21
2022-10-05,-0.7131463461860525,0.47378387695921326,0.8582885968972942,0,2021-03-25,2022-09-23,7,2022-09-26,2022-10-21
2022-10-06,-2.1029666024636513,0.3584994024593686,1.3395914058550291,0,2021-03-25,2022-09-23,7,2022-09-26,2022-10-21
2022-10-07,-0.13378223364743086,0.5761885810092094,0.3608757344933951,0,2021-03-25,2022-09-23,7,2022-09-26,2022-10-21
2022-10-10,0.3851406946048617,1.0364010854746344,5.509463417621086,0,2021-03-25,2022-09-23,7,2022-09-26,2022-10-21
2022-10-11,-1.8120487633695912,0.8427289552041485,0.8334174696585575,0,2021-03-25,2022-09-23,7,2022-09-26,2022-10-21
2022-10-12,-0.4199249521924415,1.2832276554982296,-0.3803124706857734,2,2021-03-25,2022-09-23,7,2022-09-26,2022-10-21
2022-10-13,-0.3171895322254694,0.9710183467145934,0.9482911344533279,0,2021-03-25,2022-09-23,7,2022-09-26,2022-10-21
2022-10-14,-0.7010623903780594,1.0878751310876362,2.919680801050696,0,2021-03-25,2022-09-23,7,2022-09-26,2022-10-21
2022-10-17,-1.6316239317949726,1.364914216974612,2.5641301197522965,0,2021-03-25,2022-09-23,7,2022-09-26,2022-10-21
2022-10-18,0.6241382152942881,2.2425057540455593,-1.5205112800478513,2,2021-03-25,2022-09-23,7,2022-09-26,2022-10-21
2022-10-19,1.1934583121733382,2.2117565615664327,-0.604321217319799,2,2021-03-25,2022-09-23,7,2022-09-26,2022-10-21
2022-10-20,-2.9346802845719995,2.461425822477223,1.3964340351130333,0,2021-03-25,2022-09-23,7,2022-09-26,2022-10-21
2022-10-21,-0.5851753737876935,2.4548974549927376,-2.146476007444903,2,2021-03-25,2022-09-23,7,2022-09-26,2022-10-21
2022-10-24,0.797989672445049,2.497526656024437,-1.2808570949853484,2,2021-03-25,2022-10-21,8,2022-10-24,2022-11-18
2022-10-25,-0.20005841726825835,1.9782433340998506,-1.2177846957545984,2,2021-03-25,2022-10-21,8,2022-10-24,2022-11-18
2022-10-26,-0.664710444658091,1.9442650782315456,0.2623689710498787,2,2021-03-25,2022-10-21,8,2022-10-24,2022-11-18
2022-10-27,-1.5326931128524468,1.353789756069936,-0.5538627847937058,2,2021-03-25,2022-10-21,8,2022-10-24,2022-11-18
2022-10-28,0.4044762414295138,1.631119271082524,-0.30947392163512116,2,2021-03-25,2022-10-21,8,2022-10-24,2022-11-18
2022-10-31,-2.403218483466294,1.018483900059283,-2.52040744000233,2,2021-03-25,2022-10-21,8,2022-10-24,2022-11-18
2022-11-01,-0.638637113467534,1.1162818221502715,-2.0778889501698363,2,2021-03-25,2022-10-21,8,2022-10-24,2022-11-18
2022-11-02,-1.1696686314587166,1.441286405742594,-3.1577313016437594,2,2021-03-25,2022-10-21,8,2022-10-24,2022-11-18
2022-11-03,-0.8266072230901831,1.814684506706287,2.8205814969736513,1,2021-03-25,2022-10-21,8,2022-10-24,2022-11-18
2022-11-04,0.6254595107971681,1.6316270698679498,1.0133746440783549,3,2021-03-25,2022-10-21,8,2022-10-24,2022-11-18
2022-11-07,-2.664195484420995,0.6965902613898053,0.049953162430942784,1,2021-03-25,2022-10-21,8,2022-10-24,2022-11-18
2022-11-08,-2.0406284391143994,0.8845013447084538,-2.513671300823686,2,2021-03-25,2022-10-21,8,2022-10-24,2022-11-18
2022-11-09,0.48064600046583095,1.0404126664677196,0.08642853883092795,2,2021-03-25,2022-10-21,8,2022-10-24,2022-11-18
2022-11-10,-0.4217336867660692,0.7566399195441418,-1.1776522637873292,2,2021-03-25,2022-10-21,8,2022-10-24,2022-11-18
2022-11-11,1.4958547038221084,1.8434171126169219,-3.660551238805071,2,2021-03-25,2022-10-21,8,2022-10-24,2022-11-18
2022-11-14,0.5416797176408857,1.5802346013960589,-2.7056661650511984,2,2021-03-25,2022-10-21,8,2022-10-24,2022-11-18
2022-11-15,3.7890287203743993,2.7334564024037875,-1.1490859333600425,3,2021-03-25,2022-10-21,8,2022-10-24,2022-11-18
2022-11-16,1.9562937611590037,3.0971275490233494,-3.0573539252395117,2,2021-03-25,2022-10-21,8,2022-10-24,2022-11-18
2022-11-17,-0.774254127623215,2.6951604377243417,-3.7512478464837233,2,2021-03-25,2022-10-21,8,2022-10-24,2022-11-18
2022-11-18,-2.9587042057391346,2.9408932369980083,1.2300668415255673,1,2021-03-25,2022-10-21,8,2022-10-24,2022-11-18
2022-11-21,0.1927040404219461,2.9417794745344668,1.1054888893985804,0,2021-03-25,2022-11-18,9,2022-11-21,2022-12-16
2022-11-22,0.24991244359111645,1.5734510633384164,4.089694081715522,2,2021-03-25,2022-11-18,9,2022-11-21,2022-12-16
2022-11-23,-0.5526997018628376,2.8350494415498178,1.82816733332876,0,2021-03-25,2022-11-18,9,2022-11-21,2022-12-16
2022-11-24,-1.0759573094585795,2.517281149818066,2.204785028713065,2,2021-03-25,2022-11-18,9,2022-11-21,2022-12-16
2022-11-25,-0.05983978429986533,4.043254399850904,-0.2610627605881312,0,2021-03-25,2022-11-18,9,2022-11-21,2022-12-16
2022-11-28,-2.03806778525686,2.7414065157322396,1.9571528436096337,2,2021-03-25,2022-11-18,9,2022-11-21,2022-12-16
2022-11-29,-0.2329319491764055,2.4346936519505906,3.406952307288249,2,2021-03-25,2022-11-18,9,2022-11-21,2022-12-16
2022-11-30,-1.2453539613289668,4.419640634751879,-0.01366920684631858,0,2021-03-25,2022-11-18,9,2022-11-21,2022-12-16
2022-12-01,-1.1885291812468228,2.269510992505822,2.0713110629980256,2,2021-03-25,2022-11-18,9,2022-11-21,2022-12-16
2022-12-02,-2.7164321510201845,2.821430815175824,1.4964005728438776,2,2021-03-25,2022-11-18,9,2022-11-21,2022-12-16
2022-12-05,-0.1848557190526646,3.753585903344643,-0.11953094241398435,0,2021-03-25,2022-11-18,9,2022-11-21,2022-12-16
2022-12-06,1.4094820811590474,3.743752389456303,-0.10704908775187877,0,2021-03-25,2022-11-18,9,2022-11-21,2022-12-16
2022-12-07,0.5545832852707521,4.926454551688928,-0.6682289391256728,0,2021-03-25,2022-11-18,9,2022-11-21,2022-12-16
2022-12-08,-0.11352318140326217,3.2127519192974456,1.6522681182528711,0,2021-03-25,2022-11-18,9,2022-11-21,2022-12-16
2022-12-09,-2.454851921338752,2.7584296179551075,0.5420488572173493,0,2021-03-25,2022-11-18,9,2022-11-21,2022-12-16
2022-12-12,1.7059957667793988,2.9583103718888433,0.41318908951352723,0,2021-03-25,2022-11-18,9,2022-11-21,2022-12-16
2022-12-13,-2.1141743948723835,1.6773339689653015,0.7156290228864011,2,2021-03-25,2022-11-18,9,2022-11-21,2022-12-16
2022-12-14,-0.357809664673125,0.9151303813748762,1.5218429902121646,2,2021-03-25,2022-11-18,9,2022-11-21,2022-12-16
2022-12-15,-1.1579015896066112,0.6017760663861149,1.5663887212711558,2,2021-03-25,2022-11-18,9,2022-11-21,2022-12-16
2022-12-16,-2.3293762207494426,-0.26837473214098434,2.323485046336356,2,2021-03-25,2022-11-18,9,2022-11-21,2022-12-16
2022-12-19,-1.210532365746564,0.4049092196878291,2.1243595754146027,0,2021-03-25,2022-12-16,10,2022-12-19,2023-01-13
2022-12-20,1.3010357947761186,1.4420304721194377,-0.658538531071856,2,2021-03-25,2022-12-16,10,2022-12-19,2023-01-13
2022-12-21,-1.7697329919563227,0.36272999694824837,2.8608763862916615,0,2021-03-25,2022-12-16,10,2022-12-19,2023-01-13
2022-12-22,0.4371033778537618,1.5236125129164373,-0.48064138264460626,2,2021-03-25,2022-12-16,10,2022-12-19,2023-01-13
2022-12-23,-1.7524560038770778,1.0088817030818429,1.8522686418723235,0,2021-03-25,2022-12-16,10,2022-12-19,2023-01-13
2022-12-26,-1.0544904929530785,1.4367369579441462,0.19273761263104985,2,2021-03-25,2022-12-16,10,2022-12-19,2023-01-13
2022-12-27,0.7492722810320461,1.3285341296376463,-0.25295816278367134,2,2021-03-25,2022-12-16,10,2022-12-19,2023-01-13
